Time:2016/8/26 11:01:31-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/26 11:01:43-Trace>>OnEntitySyncQueue execute count:19, success:51/total 70, fail:0 start...


Time:2016/8/26 11:01:43-Trace>>OnEntitySyncQueue execute count:2, success:70/total 72, fail:0 start...


Time:2016/8/26 11:04:00-Trace>>OnEntitySyncQueue execute count:1, success:72/total 73, fail:0 start...


Time:2016/8/26 11:04:06-Trace>>OnEntitySyncQueue execute count:1, success:73/total 74, fail:0 start...


Time:2016/8/26 11:04:06-Trace>>OnEntitySyncQueue execute count:2, success:74/total 76, fail:0 start...


Time:2016/8/26 11:04:07-Trace>>OnEntitySyncQueue execute count:1, success:76/total 77, fail:0 start...


Time:2016/8/26 11:07:28-Trace>>OnEntitySyncQueue execute count:2, success:77/total 79, fail:0 start...


Time:2016/8/26 11:07:44-Trace>>OnEntitySyncQueue execute count:1, success:79/total 80, fail:0 start...


Time:2016/8/26 11:08:59-Trace>>OnEntitySyncQueue execute count:1, success:80/total 81, fail:0 start...


Time:2016/8/26 11:09:00-Trace>>Action-1110 Uid:5 access timeout 1113.0637/500ms.


Time:2016/8/26 11:09:00-Trace>>OnEntitySyncQueue execute count:2, success:81/total 83, fail:0 start...


Time:2016/8/26 11:09:06-Trace>>OnEntitySyncQueue execute count:2, success:83/total 85, fail:0 start...


Time:2016/8/26 11:09:19-Trace>>OnEntitySyncQueue execute count:1, success:85/total 86, fail:0 start...


Time:2016/8/26 11:09:25-Trace>>OnEntitySyncQueue execute count:1, success:86/total 87, fail:0 start...


Time:2016/8/26 11:09:27-Trace>>OnEntitySyncQueue execute count:1, success:87/total 88, fail:0 start...


Time:2016/8/26 11:09:28-Trace>>OnEntitySyncQueue execute count:3, success:88/total 91, fail:0 start...


Time:2016/8/26 11:09:31-Trace>>OnEntitySyncQueue execute count:1, success:91/total 92, fail:0 start...


Time:2016/8/26 11:09:33-Trace>>OnEntitySyncQueue execute count:1, success:92/total 93, fail:0 start...


Time:2016/8/26 11:09:33-Trace>>OnEntitySyncQueue execute count:1, success:93/total 94, fail:0 start...


Time:2016/8/26 11:09:35-Trace>>OnEntitySyncQueue execute count:1, success:94/total 95, fail:0 start...


Time:2016/8/26 11:09:44-Trace>>OnEntitySyncQueue execute count:1, success:95/total 96, fail:0 start...


Time:2016/8/26 11:10:02-Trace>>OnEntitySyncQueue execute count:2, success:96/total 98, fail:0 start...


Time:2016/8/26 11:10:06-Trace>>OnEntitySyncQueue execute count:2, success:98/total 100, fail:0 start...


Time:2016/8/26 11:10:12-Trace>>OnEntitySyncQueue execute count:2, success:100/total 102, fail:0 start...


Time:2016/8/26 11:10:13-Trace>>OnEntitySyncQueue execute count:1, success:102/total 103, fail:0 start...


Time:2016/8/26 11:10:18-Trace>>OnEntitySyncQueue execute count:1, success:103/total 104, fail:0 start...


Time:2016/8/26 11:10:19-Trace>>OnEntitySyncQueue execute count:3, success:104/total 107, fail:0 start...


