Time:2016/8/15 9:24:44-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/15 9:27:18-Trace>>OnEntitySyncQueue execute count:11, success:51/total 62, fail:0 start...


Time:2016/8/15 9:27:33-Trace>>OnEntitySyncQueue execute count:2, success:62/total 64, fail:0 start...


Time:2016/8/15 9:28:03-Trace>>OnEntitySyncQueue execute count:2, success:64/total 66, fail:0 start...


Time:2016/8/15 9:28:21-Trace>>OnEntitySyncQueue execute count:1, success:66/total 67, fail:0 start...


Time:2016/8/15 9:28:21-Trace>>OnEntitySyncQueue execute count:1, success:67/total 68, fail:0 start...


Time:2016/8/15 9:28:42-Trace>>OnEntitySyncQueue execute count:2, success:68/total 70, fail:0 start...


Time:2016/8/15 9:29:21-Trace>>OnEntitySyncQueue execute count:1, success:70/total 71, fail:0 start...


Time:2016/8/15 9:29:32-Trace>>OnEntitySyncQueue execute count:1, success:71/total 72, fail:0 start...


Time:2016/8/15 9:29:38-Trace>>Action-1002 Uid:0 access timeout 1228.0702/500ms.


Time:2016/8/15 9:29:38-Trace>>OnEntitySyncQueue execute count:1, success:72/total 73, fail:0 start...


Time:2016/8/15 9:29:39-Trace>>Action-1005 Uid:11 access timeout 1195.0684/500ms.


Time:2016/8/15 9:29:39-Trace>>OnEntitySyncQueue execute count:12, success:73/total 85, fail:0 start...


Time:2016/8/15 9:29:39-Trace>>OnEntitySyncQueue execute count:51, success:85/total 136, fail:0 start...


Time:2016/8/15 9:29:41-Trace>>OnEntitySyncQueue execute count:2, success:136/total 138, fail:0 start...


Time:2016/8/15 9:29:47-Trace>>OnEntitySyncQueue execute count:1, success:138/total 139, fail:0 start...


Time:2016/8/15 9:29:57-Trace>>OnEntitySyncQueue execute count:1, success:139/total 140, fail:0 start...


Time:2016/8/15 9:31:16-Trace>>OnEntitySyncQueue execute count:2, success:140/total 142, fail:0 start...


Time:2016/8/15 9:31:34-Trace>>OnEntitySyncQueue execute count:2, success:142/total 144, fail:0 start...


Time:2016/8/15 9:33:02-Trace>>OnEntitySyncQueue execute count:1, success:144/total 145, fail:0 start...


Time:2016/8/15 9:33:31-Trace>>OnEntitySyncQueue execute count:2, success:145/total 147, fail:0 start...


Time:2016/8/15 9:33:36-Trace>>OnEntitySyncQueue execute count:2, success:147/total 149, fail:0 start...


Time:2016/8/15 9:33:41-Trace>>OnEntitySyncQueue execute count:2, success:149/total 151, fail:0 start...


Time:2016/8/15 9:33:45-Trace>>OnEntitySyncQueue execute count:1, success:151/total 152, fail:0 start...


Time:2016/8/15 9:33:59-Trace>>OnEntitySyncQueue execute count:1, success:152/total 153, fail:0 start...


Time:2016/8/15 9:34:32-Trace>>OnEntitySyncQueue execute count:1, success:153/total 154, fail:0 start...


Time:2016/8/15 9:34:59-Trace>>OnEntitySyncQueue execute count:1, success:154/total 155, fail:0 start...


Time:2016/8/15 9:35:13-Trace>>OnEntitySyncQueue execute count:2, success:155/total 157, fail:0 start...


