Time:2016/9/6 11:00:49-Trace>>OnEntitySyncQueue execute count:57, success:0/total 57, fail:0 start...


Time:2016/9/6 11:00:50-Trace>>OnEntitySyncQueue execute count:6, success:57/total 63, fail:0 start...


Time:2016/9/6 11:00:51-Trace>>OnEntitySyncQueue execute count:17, success:63/total 80, fail:0 start...


Time:2016/9/6 11:01:15-Trace>>OnEntitySyncQueue execute count:1, success:80/total 81, fail:0 start...


Time:2016/9/6 11:01:17-Trace>>OnEntitySyncQueue execute count:51, success:81/total 132, fail:0 start...


Time:2016/9/6 11:02:31-Trace>>Action-4010 Uid:16 access timeout 17002.9725/500ms.


Time:2016/9/6 11:03:12-Trace>>Action-4010 Uid:16 access timeout 30743.7584/500ms.


Time:2016/9/6 11:04:36-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/9/6 11:04:37-Trace>>OnEntitySyncQueue execute count:7, success:51/total 58, fail:0 start...


Time:2016/9/6 11:04:37-Trace>>OnEntitySyncQueue execute count:17, success:58/total 75, fail:0 start...


Time:2016/9/6 11:04:57-Trace>>OnEntitySyncQueue execute count:1, success:75/total 76, fail:0 start...


Time:2016/9/6 11:04:57-Trace>>OnEntitySyncQueue execute count:1, success:76/total 77, fail:0 start...


Time:2016/9/6 11:05:12-Trace>>OnEntitySyncQueue execute count:51, success:77/total 128, fail:0 start...


Time:2016/9/6 11:05:13-Trace>>OnEntitySyncQueue execute count:1, success:128/total 129, fail:0 start...


Time:2016/9/6 11:05:25-Trace>>OnEntitySyncQueue execute count:1, success:129/total 130, fail:0 start...


Time:2016/9/6 11:05:26-Trace>>OnEntitySyncQueue execute count:1, success:130/total 131, fail:0 start...


Time:2016/9/6 11:05:33-Trace>>OnEntitySyncQueue execute count:1, success:131/total 132, fail:0 start...


Time:2016/9/6 11:07:59-Trace>>OnEntitySyncQueue execute count:1, success:132/total 133, fail:0 start...


Time:2016/9/6 11:07:59-Trace>>OnEntitySyncQueue execute count:1, success:133/total 134, fail:0 start...


Time:2016/9/6 11:08:57-Trace>>OnEntitySyncQueue execute count:1, success:134/total 135, fail:0 start...


Time:2016/9/6 11:09:49-Trace>>OnEntitySyncQueue execute count:1, success:135/total 136, fail:0 start...


Time:2016/9/6 11:13:56-Trace>>Action-1004 Uid:5 access timeout 1142.0653/500ms.


Time:2016/9/6 11:13:56-Trace>>OnEntitySyncQueue execute count:1, success:136/total 137, fail:0 start...


Time:2016/9/6 11:27:23-Trace>>OnEntitySyncQueue execute count:58, success:0/total 58, fail:0 start...


Time:2016/9/6 11:27:23-Trace>>OnEntitySyncQueue execute count:7, success:58/total 65, fail:0 start...


Time:2016/9/6 11:27:23-Trace>>OnEntitySyncQueue execute count:17, success:65/total 82, fail:0 start...


Time:2016/9/6 11:28:20-Trace>>OnEntitySyncQueue execute count:1, success:82/total 83, fail:0 start...


Time:2016/9/6 11:28:20-Trace>>OnEntitySyncQueue execute count:1, success:83/total 84, fail:0 start...


Time:2016/9/6 11:28:21-Trace>>OnEntitySyncQueue execute count:51, success:84/total 135, fail:0 start...


