Time:2016/8/17 15:19:29-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/17 15:19:42-Trace>>OnEntitySyncQueue execute count:34, success:51/total 85, fail:0 start...


Time:2016/8/17 15:19:42-Trace>>OnEntitySyncQueue execute count:2, success:85/total 87, fail:0 start...


Time:2016/8/17 15:19:56-Trace>>OnEntitySyncQueue execute count:2, success:87/total 89, fail:0 start...


Time:2016/8/17 15:20:01-Trace>>OnEntitySyncQueue execute count:1, success:89/total 90, fail:0 start...


Time:2016/8/17 15:20:37-Trace>>OnEntitySyncQueue execute count:1, success:90/total 91, fail:0 start...


Time:2016/8/17 15:20:39-Trace>>OnEntitySyncQueue execute count:2, success:91/total 93, fail:0 start...


Time:2016/8/17 15:20:39-Trace>>Action-1101 Uid:31 access timeout 41356.3655/500ms.


Time:2016/8/17 15:20:39-Trace>>OnEntitySyncQueue execute count:1, success:93/total 94, fail:0 start...


Time:2016/8/17 15:20:50-Trace>>OnEntitySyncQueue execute count:2, success:94/total 96, fail:0 start...


Time:2016/8/17 15:21:04-Trace>>OnEntitySyncQueue execute count:1, success:96/total 97, fail:0 start...


Time:2016/8/17 15:21:04-Trace>>OnEntitySyncQueue execute count:36, success:97/total 133, fail:0 start...


Time:2016/8/17 15:21:04-Trace>>OnEntitySyncQueue execute count:51, success:133/total 184, fail:0 start...


Time:2016/8/17 15:21:07-Trace>>OnEntitySyncQueue execute count:2, success:184/total 186, fail:0 start...


Time:2016/8/17 15:21:17-Trace>>OnEntitySyncQueue execute count:2, success:186/total 188, fail:0 start...


Time:2016/8/17 15:21:21-Trace>>OnEntitySyncQueue execute count:2, success:188/total 190, fail:0 start...


Time:2016/8/17 15:21:24-Trace>>OnEntitySyncQueue execute count:1, success:190/total 191, fail:0 start...


Time:2016/8/17 15:21:33-Trace>>Action-1101 Uid:34 access timeout 10811.6184/500ms.


Time:2016/8/17 15:21:33-Trace>>OnEntitySyncQueue execute count:1, success:191/total 192, fail:0 start...


Time:2016/8/17 15:21:40-Trace>>OnEntitySyncQueue execute count:2, success:192/total 194, fail:0 start...


Time:2016/8/17 15:21:42-Trace>>OnEntitySyncQueue execute count:1, success:194/total 195, fail:0 start...


Time:2016/8/17 15:21:50-Trace>>Action-1101 Uid:34 access timeout 9103.5207/500ms.


Time:2016/8/17 15:21:50-Trace>>OnEntitySyncQueue execute count:1, success:195/total 196, fail:0 start...


Time:2016/8/17 15:22:01-Trace>>OnEntitySyncQueue execute count:2, success:196/total 198, fail:0 start...


Time:2016/8/17 15:22:32-Trace>>OnEntitySyncQueue execute count:2, success:198/total 200, fail:0 start...


Time:2016/8/17 15:22:38-Trace>>OnEntitySyncQueue execute count:2, success:200/total 202, fail:0 start...


Time:2016/8/17 15:22:46-Trace>>OnEntitySyncQueue execute count:2, success:202/total 204, fail:0 start...


Time:2016/8/17 15:23:07-Trace>>OnEntitySyncQueue execute count:2, success:204/total 206, fail:0 start...


Time:2016/8/17 15:23:18-Trace>>OnEntitySyncQueue execute count:2, success:206/total 208, fail:0 start...


