Time:2016/9/20 9:29:32-Trace>>OnEntitySyncQueue execute count:66, success:0/total 66, fail:0 start...


Time:2016/9/20 9:29:32-Trace>>OnEntitySyncQueue execute count:15, success:66/total 81, fail:0 start...


Time:2016/9/20 9:29:32-Trace>>OnEntitySyncQueue execute count:13, success:81/total 94, fail:0 start...


Time:2016/9/20 9:30:00-Trace>>OnEntitySyncQueue execute count:3, success:94/total 97, fail:0 start...


Time:2016/9/20 9:30:00-Trace>>OnEntitySyncQueue execute count:52, success:97/total 149, fail:0 start...


Time:2016/9/20 9:30:46-Trace>>OnEntitySyncQueue execute count:1, success:149/total 150, fail:0 start...


Time:2016/9/20 9:30:47-Trace>>OnEntitySyncQueue execute count:1, success:150/total 151, fail:0 start...


Time:2016/9/20 9:30:51-Trace>>OnEntitySyncQueue execute count:1, success:151/total 152, fail:0 start...


Time:2016/9/20 9:31:35-Trace>>OnEntitySyncQueue execute count:1, success:152/total 153, fail:0 start...


Time:2016/9/20 9:31:43-Trace>>OnEntitySyncQueue execute count:1, success:153/total 154, fail:0 start...


Time:2016/9/20 9:31:45-Trace>>OnEntitySyncQueue execute count:1, success:154/total 155, fail:0 start...


Time:2016/9/20 9:31:47-Trace>>Action-1111 Uid:54 access timeout 13613.0901/500ms.


Time:2016/9/20 9:31:47-Trace>>OnEntitySyncQueue execute count:1, success:155/total 156, fail:0 start...


Time:2016/9/20 9:32:16-Trace>>OnEntitySyncQueue execute count:1, success:156/total 157, fail:0 start...


Time:2016/9/20 9:33:46-Trace>>OnEntitySyncQueue execute count:66, success:0/total 66, fail:0 start...


Time:2016/9/20 9:33:46-Trace>>OnEntitySyncQueue execute count:15, success:66/total 81, fail:0 start...


Time:2016/9/20 9:33:46-Trace>>OnEntitySyncQueue execute count:13, success:81/total 94, fail:0 start...


Time:2016/9/20 9:34:11-Trace>>OnEntitySyncQueue execute count:1, success:94/total 95, fail:0 start...


Time:2016/9/20 9:34:11-Trace>>OnEntitySyncQueue execute count:52, success:95/total 147, fail:0 start...


Time:2016/9/20 9:34:38-Trace>>OnEntitySyncQueue execute count:1, success:147/total 148, fail:0 start...


Time:2016/9/20 9:34:44-Trace>>OnEntitySyncQueue execute count:1, success:148/total 149, fail:0 start...


Time:2016/9/20 9:34:48-Trace>>Action-7001 Uid:54 access timeout 34585.3528/500ms.


Time:2016/9/20 9:36:41-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/9/20 9:36:41-Trace>>OnEntitySyncQueue execute count:15, success:51/total 66, fail:0 start...


Time:2016/9/20 9:36:41-Trace>>OnEntitySyncQueue execute count:13, success:66/total 79, fail:0 start...


Time:2016/9/20 9:37:22-Trace>>OnEntitySyncQueue execute count:66, success:0/total 66, fail:0 start...


Time:2016/9/20 9:37:22-Trace>>OnEntitySyncQueue execute count:22, success:66/total 88, fail:0 start...


Time:2016/9/20 9:44:52-Trace>>OnEntitySyncQueue execute count:52, success:0/total 52, fail:0 start...


