Time:2016/8/16 18:01:32-Trace>>OnEntitySyncQueue execute count:2, success:113/total 115, fail:0 start...


Time:2016/8/16 18:01:58-Trace>>OnEntitySyncQueue execute count:2, success:115/total 117, fail:0 start...


Time:2016/8/16 18:02:02-Trace>>OnEntitySyncQueue execute count:2, success:117/total 119, fail:0 start...


Time:2016/8/16 18:02:07-Trace>>OnEntitySyncQueue execute count:2, success:119/total 121, fail:0 start...


Time:2016/8/16 18:02:10-Trace>>OnEntitySyncQueue execute count:2, success:121/total 123, fail:0 start...


Time:2016/8/16 18:02:14-Trace>>OnEntitySyncQueue execute count:2, success:123/total 125, fail:0 start...


Time:2016/8/16 18:02:16-Trace>>OnEntitySyncQueue execute count:2, success:125/total 127, fail:0 start...


Time:2016/8/16 18:02:23-Trace>>OnEntitySyncQueue execute count:2, success:127/total 129, fail:0 start...


Time:2016/8/16 18:02:34-Trace>>OnEntitySyncQueue execute count:2, success:129/total 131, fail:0 start...


Time:2016/8/16 18:02:43-Trace>>OnEntitySyncQueue execute count:2, success:131/total 133, fail:0 start...


Time:2016/8/16 18:05:09-Trace>>OnEntitySyncQueue execute count:2, success:133/total 135, fail:0 start...


Time:2016/8/16 18:05:26-Trace>>OnEntitySyncQueue execute count:2, success:135/total 137, fail:0 start...


Time:2016/8/16 18:05:27-Trace>>OnEntitySyncQueue execute count:2, success:137/total 139, fail:0 start...


Time:2016/8/16 18:06:24-Trace>>OnEntitySyncQueue execute count:1, success:139/total 140, fail:0 start...


Time:2016/8/16 18:06:25-Trace>>Action-1301 Uid:22 access timeout 1135.0649/500ms.


Time:2016/8/16 18:06:44-Trace>>OnEntitySyncQueue execute count:1, success:140/total 141, fail:0 start...


Time:2016/8/16 18:07:47-Trace>>OnEntitySyncQueue execute count:2, success:141/total 143, fail:0 start...


Time:2016/8/16 18:08:09-Trace>>Action-1002 Uid:0 access timeout 1130.0646/500ms.


Time:2016/8/16 18:08:09-Trace>>OnEntitySyncQueue execute count:1, success:143/total 144, fail:0 start...


Time:2016/8/16 18:08:10-Trace>>Action-1005 Uid:23 access timeout 1137.065/500ms.


Time:2016/8/16 18:08:11-Trace>>OnEntitySyncQueue execute count:24, success:144/total 168, fail:0 start...


Time:2016/8/16 18:08:12-Trace>>OnEntitySyncQueue execute count:51, success:168/total 219, fail:0 start...


Time:2016/8/16 18:08:14-Trace>>OnEntitySyncQueue execute count:2, success:219/total 221, fail:0 start...


Time:2016/8/16 18:08:18-Trace>>OnEntitySyncQueue execute count:1, success:221/total 222, fail:0 start...


Time:2016/8/16 18:08:19-Trace>>OnEntitySyncQueue execute count:1, success:222/total 223, fail:0 start...


Time:2016/8/16 18:10:47-Trace>>OnEntitySyncQueue execute count:1, success:223/total 224, fail:0 start...


Time:2016/8/16 18:10:53-Trace>>OnEntitySyncQueue execute count:1, success:224/total 225, fail:0 start...


Time:2016/8/16 18:10:57-Trace>>OnEntitySyncQueue execute count:1, success:225/total 226, fail:0 start...


Time:2016/8/16 18:11:00-Trace>>OnEntitySyncQueue execute count:1, success:226/total 227, fail:0 start...


Time:2016/8/16 18:11:06-Trace>>OnEntitySyncQueue execute count:1, success:227/total 228, fail:0 start...


Time:2016/8/16 18:11:34-Trace>>OnEntitySyncQueue execute count:2, success:228/total 230, fail:0 start...


Time:2016/8/16 18:11:43-Trace>>OnEntitySyncQueue execute count:2, success:230/total 232, fail:0 start...


Time:2016/8/16 18:12:34-Trace>>OnEntitySyncQueue execute count:1, success:232/total 233, fail:0 start...


Time:2016/8/16 18:12:34-Trace>>OnEntitySyncQueue execute count:2, success:233/total 235, fail:0 start...


Time:2016/8/16 18:12:44-Trace>>OnEntitySyncQueue execute count:2, success:235/total 237, fail:0 start...


Time:2016/8/16 18:12:47-Trace>>OnEntitySyncQueue execute count:2, success:237/total 239, fail:0 start...


