Time:2016/8/18 10:00:55-Trace>>OnEntitySyncQueue execute count:2, success:106/total 108, fail:0 start...


Time:2016/8/18 10:01:03-Trace>>OnEntitySyncQueue execute count:2, success:108/total 110, fail:0 start...


Time:2016/8/18 10:01:03-Trace>>Action-1301 Uid:38 access timeout 2489.0604/500ms.


Time:2016/8/18 10:01:03-Trace>>OnEntitySyncQueue execute count:1, success:110/total 111, fail:0 start...


Time:2016/8/18 10:01:22-Trace>>OnEntitySyncQueue execute count:2, success:111/total 113, fail:0 start...


Time:2016/8/18 10:02:52-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/18 10:03:19-Trace>>OnEntitySyncQueue execute count:40, success:51/total 91, fail:0 start...


Time:2016/8/18 10:03:22-Trace>>OnEntitySyncQueue execute count:2, success:91/total 93, fail:0 start...


Time:2016/8/18 10:03:37-Trace>>OnEntitySyncQueue execute count:2, success:93/total 95, fail:0 start...


Time:2016/8/18 10:03:37-Trace>>OnEntitySyncQueue execute count:2, success:95/total 97, fail:0 start...


Time:2016/8/18 10:04:19-Trace>>OnEntitySyncQueue execute count:2, success:97/total 99, fail:0 start...


Time:2016/8/18 10:04:24-Trace>>OnEntitySyncQueue execute count:2, success:99/total 101, fail:0 start...


Time:2016/8/18 10:04:26-Trace>>OnEntitySyncQueue execute count:2, success:101/total 103, fail:0 start...


Time:2016/8/18 10:04:29-Trace>>OnEntitySyncQueue execute count:2, success:103/total 105, fail:0 start...


Time:2016/8/18 10:04:30-Trace>>OnEntitySyncQueue execute count:2, success:105/total 107, fail:0 start...


Time:2016/8/18 10:04:30-Trace>>OnEntitySyncQueue execute count:2, success:107/total 109, fail:0 start...


Time:2016/8/18 10:04:30-Trace>>OnEntitySyncQueue execute count:2, success:109/total 111, fail:0 start...


Time:2016/8/18 10:04:31-Trace>>OnEntitySyncQueue execute count:2, success:111/total 113, fail:0 start...


Time:2016/8/18 10:04:31-Trace>>OnEntitySyncQueue execute count:2, success:113/total 115, fail:0 start...


Time:2016/8/18 10:04:31-Trace>>OnEntitySyncQueue execute count:2, success:115/total 117, fail:0 start...


Time:2016/8/18 10:04:31-Trace>>OnEntitySyncQueue execute count:2, success:117/total 119, fail:0 start...


Time:2016/8/18 10:04:32-Trace>>OnEntitySyncQueue execute count:2, success:119/total 121, fail:0 start...


Time:2016/8/18 10:04:33-Trace>>OnEntitySyncQueue execute count:2, success:121/total 123, fail:0 start...


Time:2016/8/18 10:04:33-Trace>>OnEntitySyncQueue execute count:2, success:123/total 125, fail:0 start...


Time:2016/8/18 10:04:33-Trace>>OnEntitySyncQueue execute count:2, success:125/total 127, fail:0 start...


Time:2016/8/18 10:04:33-Trace>>OnEntitySyncQueue execute count:2, success:127/total 129, fail:0 start...


Time:2016/8/18 10:04:33-Trace>>OnEntitySyncQueue execute count:2, success:129/total 131, fail:0 start...


Time:2016/8/18 10:04:34-Trace>>OnEntitySyncQueue execute count:2, success:131/total 133, fail:0 start...


