Time:2016/9/10 17:00:00-Trace>>OnEntitySyncQueue execute count:2, success:223/total 225, fail:0 start...


Time:2016/9/10 17:03:27-Trace>>OnEntitySyncQueue execute count:1, success:225/total 226, fail:0 start...


Time:2016/9/10 17:06:23-Trace>>Action-1004 Uid:48 access timeout 1062.0607/500ms.


Time:2016/9/10 17:06:23-Trace>>OnEntitySyncQueue execute count:1, success:226/total 227, fail:0 start...


Time:2016/9/10 17:09:48-Trace>>OnEntitySyncQueue execute count:1, success:227/total 228, fail:0 start...


Time:2016/9/10 17:10:00-Trace>>OnEntitySyncQueue execute count:2, success:228/total 230, fail:0 start...


Time:2016/9/10 17:13:27-Trace>>Action-1004 Uid:48 access timeout 1100.0629/500ms.


Time:2016/9/10 17:13:27-Trace>>OnEntitySyncQueue execute count:1, success:230/total 231, fail:0 start...


Time:2016/9/10 17:14:18-Trace>>OnEntitySyncQueue execute count:1, success:231/total 232, fail:0 start...


Time:2016/9/10 17:20:00-Trace>>OnEntitySyncQueue execute count:2, success:232/total 234, fail:0 start...


Time:2016/9/10 17:23:39-Trace>>Action-1004 Uid:36 access timeout 1093.0625/500ms.


Time:2016/9/10 17:23:39-Trace>>OnEntitySyncQueue execute count:1, success:234/total 235, fail:0 start...


Time:2016/9/10 17:26:03-Trace>>OnEntitySyncQueue execute count:1, success:235/total 236, fail:0 start...


Time:2016/9/10 17:26:10-Trace>>OnEntitySyncQueue execute count:1, success:236/total 237, fail:0 start...


Time:2016/9/10 17:26:10-Trace>>OnEntitySyncQueue execute count:1, success:237/total 238, fail:0 start...


Time:2016/9/10 17:26:49-Trace>>OnEntitySyncQueue execute count:1, success:238/total 239, fail:0 start...


Time:2016/9/10 17:26:56-Trace>>OnEntitySyncQueue execute count:1, success:239/total 240, fail:0 start...


Time:2016/9/10 17:27:22-Trace>>OnEntitySyncQueue execute count:1, success:240/total 241, fail:0 start...


Time:2016/9/10 17:27:28-Trace>>OnEntitySyncQueue execute count:1, success:241/total 242, fail:0 start...


Time:2016/9/10 17:27:51-Trace>>OnEntitySyncQueue execute count:1, success:242/total 243, fail:0 start...


Time:2016/9/10 17:27:56-Trace>>OnEntitySyncQueue execute count:1, success:243/total 244, fail:0 start...


Time:2016/9/10 17:27:57-Trace>>OnEntitySyncQueue execute count:1, success:244/total 245, fail:0 start...


Time:2016/9/10 17:29:12-Trace>>OnEntitySyncQueue execute count:1, success:245/total 246, fail:0 start...


Time:2016/9/10 17:30:00-Trace>>OnEntitySyncQueue execute count:2, success:246/total 248, fail:0 start...


Time:2016/9/10 17:40:00-Trace>>OnEntitySyncQueue execute count:2, success:248/total 250, fail:0 start...


Time:2016/9/10 17:40:47-Trace>>Action-1004 Uid:36 access timeout 1076.0615/500ms.


Time:2016/9/10 17:40:47-Trace>>OnEntitySyncQueue execute count:1, success:250/total 251, fail:0 start...


Time:2016/9/10 17:41:29-Trace>>OnEntitySyncQueue execute count:1, success:251/total 252, fail:0 start...


Time:2016/9/10 17:41:40-Trace>>OnEntitySyncQueue execute count:1, success:252/total 253, fail:0 start...


Time:2016/9/10 17:42:10-Trace>>OnEntitySyncQueue execute count:1, success:253/total 254, fail:0 start...


Time:2016/9/10 17:42:19-Trace>>OnEntitySyncQueue execute count:1, success:254/total 255, fail:0 start...


Time:2016/9/10 17:43:56-Trace>>OnEntitySyncQueue execute count:1, success:255/total 256, fail:0 start...


Time:2016/9/10 17:44:14-Trace>>OnEntitySyncQueue execute count:1, success:256/total 257, fail:0 start...


Time:2016/9/10 17:44:27-Trace>>OnEntitySyncQueue execute count:1, success:257/total 258, fail:0 start...


Time:2016/9/10 17:44:32-Trace>>OnEntitySyncQueue execute count:1, success:258/total 259, fail:0 start...


Time:2016/9/10 17:44:43-Trace>>OnEntitySyncQueue execute count:1, success:259/total 260, fail:0 start...


Time:2016/9/10 17:44:49-Trace>>OnEntitySyncQueue execute count:1, success:260/total 261, fail:0 start...


Time:2016/9/10 17:45:00-Trace>>OnEntitySyncQueue execute count:1, success:261/total 262, fail:0 start...


Time:2016/9/10 17:45:06-Trace>>OnEntitySyncQueue execute count:1, success:262/total 263, fail:0 start...


Time:2016/9/10 17:45:24-Trace>>OnEntitySyncQueue execute count:1, success:263/total 264, fail:0 start...


Time:2016/9/10 17:45:29-Trace>>OnEntitySyncQueue execute count:1, success:264/total 265, fail:0 start...


Time:2016/9/10 17:45:29-Trace>>OnEntitySyncQueue execute count:1, success:265/total 266, fail:0 start...


Time:2016/9/10 17:47:45-Trace>>OnEntitySyncQueue execute count:1, success:266/total 267, fail:0 start...


Time:2016/9/10 17:49:29-Trace>>OnEntitySyncQueue execute count:1, success:267/total 268, fail:0 start...


Time:2016/9/10 17:50:00-Trace>>OnEntitySyncQueue execute count:2, success:268/total 270, fail:0 start...


Time:2016/9/10 17:55:27-Trace>>OnEntitySyncQueue execute count:1, success:270/total 271, fail:0 start...


