Time:2016/9/29 9:20:52-Trace>>OnEntitySyncQueue execute count:66, success:0/total 66, fail:0 start...


Time:2016/9/29 9:20:52-Trace>>OnEntitySyncQueue execute count:15, success:66/total 81, fail:0 start...


Time:2016/9/29 9:20:52-Trace>>OnEntitySyncQueue execute count:32, success:81/total 113, fail:0 start...


Time:2016/9/29 9:23:03-Trace>>OnEntitySyncQueue execute count:1, success:113/total 114, fail:0 start...


Time:2016/9/29 9:23:03-Trace>>OnEntitySyncQueue execute count:52, success:114/total 166, fail:0 start...


Time:2016/9/29 9:24:55-Trace>>OnEntitySyncQueue execute count:1, success:166/total 167, fail:0 start...


Time:2016/9/29 9:25:03-Trace>>OnEntitySyncQueue execute count:1, success:167/total 168, fail:0 start...


Time:2016/9/29 9:25:04-Trace>>OnEntitySyncQueue execute count:1, success:168/total 169, fail:0 start...


Time:2016/9/29 9:27:19-Trace>>OnEntitySyncQueue execute count:1, success:169/total 170, fail:0 start...


Time:2016/9/29 9:28:16-Trace>>OnEntitySyncQueue execute count:1, success:170/total 171, fail:0 start...


Time:2016/9/29 9:28:17-Trace>>OnEntitySyncQueue execute count:1, success:171/total 172, fail:0 start...


Time:2016/9/29 9:28:17-Trace>>Action-1008 Uid:17 access timeout 1086.4026/500ms.


Time:2016/9/29 9:28:54-Trace>>OnEntitySyncQueue execute count:1, success:172/total 173, fail:0 start...


Time:2016/9/29 9:28:58-Trace>>OnEntitySyncQueue execute count:1, success:173/total 174, fail:0 start...


Time:2016/9/29 9:29:13-Trace>>OnEntitySyncQueue execute count:1, success:174/total 175, fail:0 start...


Time:2016/9/29 9:29:21-Trace>>OnEntitySyncQueue execute count:1, success:175/total 176, fail:0 start...


Time:2016/9/29 9:29:24-Trace>>OnEntitySyncQueue execute count:1, success:176/total 177, fail:0 start...


Time:2016/9/29 9:30:00-Trace>>OnEntitySyncQueue execute count:2, success:177/total 179, fail:0 start...


Time:2016/9/29 9:32:39-Trace>>OnEntitySyncQueue execute count:1, success:179/total 180, fail:0 start...


Time:2016/9/29 9:32:47-Trace>>OnEntitySyncQueue execute count:1, success:180/total 181, fail:0 start...


Time:2016/9/29 9:35:20-Trace>>OnEntitySyncQueue execute count:1, success:181/total 182, fail:0 start...


Time:2016/9/29 9:36:30-Trace>>Action-1004 Uid:35 access timeout 1021.2464/500ms.


Time:2016/9/29 9:36:30-Trace>>OnEntitySyncQueue execute count:1, success:182/total 183, fail:0 start...


Time:2016/9/29 9:36:31-Trace>>OnEntitySyncQueue execute count:1, success:183/total 184, fail:0 start...


Time:2016/9/29 9:40:00-Trace>>OnEntitySyncQueue execute count:2, success:184/total 186, fail:0 start...


Time:2016/9/29 9:42:03-Trace>>Action-1004 Uid:35 access timeout 1025.1763/500ms.


Time:2016/9/29 9:42:03-Trace>>OnEntitySyncQueue execute count:1, success:186/total 187, fail:0 start...


Time:2016/9/29 9:42:22-Trace>>OnEntitySyncQueue execute count:1, success:187/total 188, fail:0 start...


Time:2016/9/29 9:42:30-Trace>>OnEntitySyncQueue execute count:1, success:188/total 189, fail:0 start...


Time:2016/9/29 9:42:30-Trace>>OnEntitySyncQueue execute count:1, success:189/total 190, fail:0 start...


Time:2016/9/29 9:43:48-Trace>>OnEntitySyncQueue execute count:1, success:190/total 191, fail:0 start...


Time:2016/9/29 9:43:58-Trace>>OnEntitySyncQueue execute count:1, success:191/total 192, fail:0 start...


Time:2016/9/29 9:44:58-Trace>>OnEntitySyncQueue execute count:1, success:192/total 193, fail:0 start...


