Time:2016/9/9 9:18:51-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/9/9 9:18:52-Trace>>OnEntitySyncQueue execute count:7, success:51/total 58, fail:0 start...


Time:2016/9/9 9:18:53-Trace>>OnEntitySyncQueue execute count:12, success:58/total 70, fail:0 start...


Time:2016/9/9 9:19:53-Trace>>OnEntitySyncQueue execute count:1, success:70/total 71, fail:0 start...


Time:2016/9/9 9:19:53-Trace>>OnEntitySyncQueue execute count:52, success:71/total 123, fail:0 start...


Time:2016/9/9 9:21:24-Trace>>OnEntitySyncQueue execute count:1, success:123/total 124, fail:0 start...


Time:2016/9/9 9:24:54-Trace>>Action-1004 Uid:36 access timeout 1092.0019/500ms.


Time:2016/9/9 9:24:54-Trace>>OnEntitySyncQueue execute count:1, success:124/total 125, fail:0 start...


Time:2016/9/9 9:24:55-Trace>>Action-1008 Uid:36 access timeout 1216.8022/500ms.


Time:2016/9/9 9:24:56-Trace>>OnEntitySyncQueue execute count:1, success:125/total 126, fail:0 start...


Time:2016/9/9 9:29:03-Trace>>OnEntitySyncQueue execute count:1, success:126/total 127, fail:0 start...


Time:2016/9/9 9:29:05-Trace>>OnEntitySyncQueue execute count:2, success:127/total 129, fail:0 start...


Time:2016/9/9 9:30:33-Trace>>OnEntitySyncQueue execute count:1, success:129/total 130, fail:0 start...


Time:2016/9/9 9:30:33-Trace>>OnEntitySyncQueue execute count:1, success:130/total 131, fail:0 start...


Time:2016/9/9 9:31:22-Trace>>OnEntitySyncQueue execute count:1, success:131/total 132, fail:0 start...


Time:2016/9/9 9:34:41-Trace>>OnEntitySyncQueue execute count:1, success:132/total 133, fail:0 start...


Time:2016/9/9 9:39:18-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/9/9 9:39:20-Trace>>OnEntitySyncQueue execute count:7, success:51/total 58, fail:0 start...


Time:2016/9/9 9:39:20-Trace>>OnEntitySyncQueue execute count:12, success:58/total 70, fail:0 start...


Time:2016/9/9 9:40:05-Trace>>OnEntitySyncQueue execute count:1, success:70/total 71, fail:0 start...


Time:2016/9/9 9:40:10-Trace>>OnEntitySyncQueue execute count:1, success:71/total 72, fail:0 start...


Time:2016/9/9 9:41:10-Trace>>OnEntitySyncQueue execute count:1, success:72/total 73, fail:0 start...


Time:2016/9/9 9:41:10-Trace>>OnEntitySyncQueue execute count:52, success:73/total 125, fail:0 start...


Time:2016/9/9 9:41:11-Trace>>Action-1008 Uid:27 access timeout 1237.0708/500ms.


Time:2016/9/9 9:43:05-Trace>>OnEntitySyncQueue execute count:1, success:125/total 126, fail:0 start...


Time:2016/9/9 9:45:31-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/9/9 9:45:32-Trace>>OnEntitySyncQueue execute count:7, success:51/total 58, fail:0 start...


Time:2016/9/9 9:45:32-Trace>>OnEntitySyncQueue execute count:14, success:58/total 72, fail:0 start...


Time:2016/9/9 9:45:42-Trace>>OnEntitySyncQueue execute count:1, success:72/total 73, fail:0 start...


