Time:2016/8/19 16:00:15-Trace>>OnEntitySyncQueue execute count:1, success:589/total 592, fail:2 start...


Time:2016/8/19 16:00:15-Trace>>OnEntitySyncQueue execute count:2, success:590/total 594, fail:2 start...


Time:2016/8/19 16:02:50-Trace>>OnEntitySyncQueue execute count:1, success:592/total 595, fail:2 start...


Time:2016/8/19 16:02:50-Trace>>OnEntitySyncQueue execute count:2, success:593/total 597, fail:2 start...


Time:2016/8/19 16:02:58-Trace>>OnEntitySyncQueue execute count:2, success:595/total 599, fail:2 start...


Time:2016/8/19 16:03:02-Trace>>OnEntitySyncQueue execute count:2, success:597/total 601, fail:2 start...


Time:2016/8/19 16:03:07-Trace>>OnEntitySyncQueue execute count:2, success:599/total 603, fail:2 start...


Time:2016/8/19 16:03:09-Trace>>OnEntitySyncQueue execute count:2, success:601/total 605, fail:2 start...


Time:2016/8/19 16:03:13-Trace>>OnEntitySyncQueue execute count:2, success:603/total 607, fail:2 start...


Time:2016/8/19 16:03:15-Trace>>OnEntitySyncQueue execute count:2, success:605/total 609, fail:2 start...


Time:2016/8/19 16:03:25-Trace>>OnEntitySyncQueue execute count:2, success:607/total 611, fail:2 start...


Time:2016/8/19 16:03:29-Trace>>OnEntitySyncQueue execute count:2, success:609/total 613, fail:2 start...


Time:2016/8/19 16:03:33-Trace>>OnEntitySyncQueue execute count:2, success:611/total 615, fail:2 start...


Time:2016/8/19 16:03:37-Trace>>OnEntitySyncQueue execute count:2, success:613/total 617, fail:2 start...


Time:2016/8/19 16:03:40-Trace>>OnEntitySyncQueue execute count:2, success:615/total 619, fail:2 start...


Time:2016/8/19 16:03:49-Trace>>OnEntitySyncQueue execute count:2, success:617/total 621, fail:2 start...


Time:2016/8/19 16:03:50-Trace>>OnEntitySyncQueue execute count:2, success:619/total 623, fail:2 start...


Time:2016/8/19 16:03:53-Trace>>OnEntitySyncQueue execute count:2, success:621/total 625, fail:2 start...


Time:2016/8/19 16:03:54-Trace>>OnEntitySyncQueue execute count:2, success:623/total 627, fail:2 start...


Time:2016/8/19 16:05:19-Trace>>OnEntitySyncQueue execute count:2, success:625/total 629, fail:2 start...


Time:2016/8/19 16:05:27-Trace>>OnEntitySyncQueue execute count:2, success:627/total 631, fail:2 start...


Time:2016/8/19 16:05:28-Trace>>OnEntitySyncQueue execute count:2, success:629/total 633, fail:2 start...


Time:2016/8/19 16:05:44-Trace>>OnEntitySyncQueue execute count:2, success:631/total 635, fail:2 start...


Time:2016/8/19 16:05:45-Trace>>OnEntitySyncQueue execute count:2, success:633/total 637, fail:2 start...


Time:2016/8/19 16:05:49-Trace>>OnEntitySyncQueue execute count:2, success:635/total 639, fail:2 start...


Time:2016/8/19 16:05:50-Trace>>OnEntitySyncQueue execute count:2, success:637/total 641, fail:2 start...


Time:2016/8/19 16:05:52-Trace>>OnEntitySyncQueue execute count:2, success:639/total 643, fail:2 start...


Time:2016/8/19 16:05:53-Trace>>OnEntitySyncQueue execute count:2, success:641/total 645, fail:2 start...


