Time:2016/8/31 11:00:22-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/31 11:00:22-Trace>>OnEntitySyncQueue execute count:16, success:51/total 67, fail:0 start...


Time:2016/8/31 11:00:37-Trace>>OnEntitySyncQueue execute count:17, success:67/total 84, fail:0 start...


Time:2016/8/31 11:00:38-Trace>>OnEntitySyncQueue execute count:1, success:84/total 85, fail:0 start...


Time:2016/8/31 11:00:58-Trace>>OnEntitySyncQueue execute count:1, success:85/total 86, fail:0 start...


Time:2016/8/31 11:00:59-Trace>>Action-3003 Uid:0 access timeout 739.0423/500ms.


Time:2016/8/31 11:01:00-Trace>>OnEntitySyncQueue execute count:1, success:86/total 87, fail:0 start...


Time:2016/8/31 11:01:00-Trace>>Action-1008 Uid:10 access timeout 23395.3381/500ms.


Time:2016/8/31 11:01:12-Trace>>OnEntitySyncQueue execute count:1, success:87/total 88, fail:0 start...


Time:2016/8/31 11:01:12-Trace>>OnEntitySyncQueue execute count:3, success:88/total 91, fail:0 start...


Time:2016/8/31 11:29:36-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/31 11:29:37-Trace>>OnEntitySyncQueue execute count:16, success:51/total 67, fail:0 start...


Time:2016/8/31 11:32:22-Trace>>OnEntitySyncQueue execute count:17, success:67/total 84, fail:0 start...


Time:2016/8/31 11:32:22-Trace>>OnEntitySyncQueue execute count:1, success:84/total 85, fail:0 start...


Time:2016/8/31 11:32:23-Trace>>Action-1008 Uid:3 access timeout 1229.0703/500ms.


Time:2016/8/31 11:32:23-Trace>>OnEntitySyncQueue execute count:1, success:85/total 86, fail:0 start...


Time:2016/8/31 11:34:14-Trace>>OnEntitySyncQueue execute count:1, success:86/total 87, fail:0 start...


Time:2016/8/31 11:34:25-Trace>>Action-3004 Uid:3 access timeout 13284.7598/500ms.


Time:2016/8/31 11:35:45-Trace>>OnEntitySyncQueue execute count:1, success:87/total 88, fail:0 start...


Time:2016/8/31 11:35:45-Trace>>OnEntitySyncQueue execute count:2, success:88/total 90, fail:0 start...


Time:2016/8/31 11:35:55-Trace>>OnEntitySyncQueue execute count:1, success:90/total 91, fail:0 start...


Time:2016/8/31 11:36:18-Trace>>OnEntitySyncQueue execute count:1, success:91/total 92, fail:0 start...


Time:2016/8/31 11:38:11-Trace>>OnEntitySyncQueue execute count:1, success:92/total 93, fail:0 start...


Time:2016/8/31 11:38:24-Trace>>OnEntitySyncQueue execute count:2, success:93/total 95, fail:0 start...


Time:2016/8/31 11:38:28-Trace>>OnEntitySyncQueue execute count:1, success:95/total 96, fail:0 start...


Time:2016/8/31 11:38:38-Trace>>OnEntitySyncQueue execute count:3, success:96/total 99, fail:0 start...


Time:2016/8/31 11:39:53-Trace>>OnEntitySyncQueue execute count:1, success:99/total 100, fail:0 start...


Time:2016/8/31 11:39:53-Trace>>OnEntitySyncQueue execute count:2, success:100/total 102, fail:0 start...


Time:2016/8/31 11:39:56-Trace>>OnEntitySyncQueue execute count:1, success:102/total 103, fail:0 start...


Time:2016/8/31 11:40:59-Trace>>OnEntitySyncQueue execute count:1, success:103/total 104, fail:0 start...


Time:2016/8/31 11:41:02-Trace>>OnEntitySyncQueue execute count:2, success:104/total 106, fail:0 start...


Time:2016/8/31 11:41:03-Trace>>OnEntitySyncQueue execute count:1, success:106/total 107, fail:0 start...


Time:2016/8/31 11:41:37-Trace>>OnEntitySyncQueue execute count:1, success:107/total 108, fail:0 start...


Time:2016/8/31 11:41:38-Trace>>OnEntitySyncQueue execute count:2, success:108/total 110, fail:0 start...


Time:2016/8/31 11:42:16-Trace>>OnEntitySyncQueue execute count:1, success:110/total 111, fail:0 start...


Time:2016/8/31 11:42:50-Trace>>OnEntitySyncQueue execute count:2, success:111/total 113, fail:0 start...


Time:2016/8/31 11:42:51-Trace>>OnEntitySyncQueue execute count:1, success:113/total 114, fail:0 start...


Time:2016/8/31 11:43:59-Trace>>OnEntitySyncQueue execute count:2, success:114/total 116, fail:0 start...


Time:2016/8/31 11:44:05-Trace>>OnEntitySyncQueue execute count:1, success:116/total 117, fail:0 start...


Time:2016/8/31 11:47:33-Trace>>OnEntitySyncQueue execute count:1, success:117/total 118, fail:0 start...


Time:2016/8/31 11:47:34-Trace>>OnEntitySyncQueue execute count:2, success:118/total 120, fail:0 start...


Time:2016/8/31 11:47:39-Trace>>OnEntitySyncQueue execute count:1, success:120/total 121, fail:0 start...


