Time:2016/8/9 11:02:36-Trace>>OnEntitySyncQueue execute count:4, success:0/total 4, fail:0 start...


Time:2016/8/9 11:02:41-Trace>>OnEntitySyncQueue execute count:3, success:4/total 7, fail:0 start...


Time:2016/8/9 11:02:44-Trace>>OnEntitySyncQueue execute count:1, success:7/total 8, fail:0 start...


Time:2016/8/9 11:03:59-Trace>>OnEntitySyncQueue execute count:4, success:0/total 4, fail:0 start...


Time:2016/8/9 11:04:02-Trace>>OnEntitySyncQueue execute count:3, success:4/total 7, fail:0 start...


Time:2016/8/9 11:04:03-Trace>>OnEntitySyncQueue execute count:1, success:7/total 8, fail:0 start...


Time:2016/8/9 11:04:05-Trace>>Action-1005 Uid:3 access timeout 6868.3928/500ms.


Time:2016/8/9 11:04:08-Trace>>OnEntitySyncQueue execute count:1, success:8/total 9, fail:0 start...


Time:2016/8/9 11:04:08-Trace>>Action-1008 Uid:3 access timeout 2390.1368/500ms.


Time:2016/8/9 11:04:56-Trace>>OnEntitySyncQueue execute count:2, success:9/total 11, fail:0 start...


Time:2016/8/9 11:05:03-Trace>>OnEntitySyncQueue execute count:1, success:11/total 12, fail:0 start...


Time:2016/8/9 11:05:17-Trace>>OnEntitySyncQueue execute count:2, success:12/total 14, fail:0 start...


Time:2016/8/9 11:06:42-Trace>>OnEntitySyncQueue execute count:5, success:0/total 5, fail:0 start...


Time:2016/8/9 11:06:42-Trace>>OnEntitySyncQueue execute count:1, success:5/total 6, fail:0 start...


Time:2016/8/9 11:06:47-Trace>>OnEntitySyncQueue execute count:1, success:6/total 7, fail:0 start...


Time:2016/8/9 11:06:47-Trace>>OnEntitySyncQueue execute count:1, success:7/total 8, fail:0 start...


Time:2016/8/9 11:07:41-Trace>>OnEntitySyncQueue execute count:2, success:8/total 10, fail:0 start...


Time:2016/8/9 11:07:46-Trace>>OnEntitySyncQueue execute count:2, success:10/total 12, fail:0 start...


Time:2016/8/9 11:09:58-Trace>>OnEntitySyncQueue execute count:1, success:12/total 13, fail:0 start...


Time:2016/8/9 11:09:59-Trace>>Action-1005 Uid:4 access timeout 1187.0679/500ms.


Time:2016/8/9 11:09:59-Trace>>OnEntitySyncQueue execute count:4, success:13/total 17, fail:0 start...


Time:2016/8/9 11:11:10-Trace>>OnEntitySyncQueue execute count:1, success:17/total 18, fail:0 start...


Time:2016/8/9 11:11:11-Trace>>OnEntitySyncQueue execute count:1, success:18/total 19, fail:0 start...


Time:2016/8/9 11:11:28-Trace>>OnEntitySyncQueue execute count:1, success:19/total 20, fail:0 start...


Time:2016/8/9 11:11:29-Trace>>OnEntitySyncQueue execute count:1, success:20/total 21, fail:0 start...


Time:2016/8/9 11:11:58-Trace>>OnEntitySyncQueue execute count:1, success:21/total 22, fail:0 start...


Time:2016/8/9 11:11:58-Trace>>OnEntitySyncQueue execute count:1, success:22/total 23, fail:0 start...


Time:2016/8/9 11:12:25-Trace>>OnEntitySyncQueue execute count:2, success:23/total 25, fail:0 start...


Time:2016/8/9 11:12:56-Trace>>OnEntitySyncQueue execute count:1, success:25/total 26, fail:0 start...


Time:2016/8/9 11:12:57-Trace>>OnEntitySyncQueue execute count:2, success:26/total 28, fail:0 start...


Time:2016/8/9 11:12:57-Trace>>OnEntitySyncQueue execute count:1, success:28/total 29, fail:0 start...


Time:2016/8/9 11:13:33-Trace>>OnEntitySyncQueue execute count:1, success:29/total 30, fail:0 start...


Time:2016/8/9 11:13:39-Trace>>OnEntitySyncQueue execute count:2, success:30/total 32, fail:0 start...


Time:2016/8/9 11:13:41-Trace>>OnEntitySyncQueue execute count:1, success:32/total 33, fail:0 start...


Time:2016/8/9 11:13:41-Trace>>OnEntitySyncQueue execute count:2, success:33/total 35, fail:0 start...


Time:2016/8/9 11:13:49-Trace>>OnEntitySyncQueue execute count:1, success:35/total 36, fail:0 start...


Time:2016/8/9 11:14:39-Trace>>OnEntitySyncQueue execute count:1, success:36/total 37, fail:0 start...


Time:2016/8/9 11:14:46-Trace>>OnEntitySyncQueue execute count:3, success:37/total 40, fail:0 start...


Time:2016/8/9 11:14:46-Trace>>OnEntitySyncQueue execute count:1, success:40/total 41, fail:0 start...


Time:2016/8/9 11:14:46-Trace>>OnEntitySyncQueue execute count:1, success:41/total 42, fail:0 start...


Time:2016/8/9 11:15:38-Trace>>OnEntitySyncQueue execute count:2, success:42/total 44, fail:0 start...


