Time:2016/9/18 14:00:00-Trace>>OnEntitySyncQueue execute count:2, success:212/total 214, fail:0 start...


Time:2016/9/18 14:10:00-Trace>>OnEntitySyncQueue execute count:2, success:214/total 216, fail:0 start...


Time:2016/9/18 14:12:22-Trace>>Action-1004 Uid:48 access timeout 1090.0015/500ms.


Time:2016/9/18 14:12:22-Trace>>OnEntitySyncQueue execute count:1, success:216/total 217, fail:0 start...


Time:2016/9/18 14:12:24-Trace>>OnEntitySyncQueue execute count:1, success:217/total 218, fail:0 start...


Time:2016/9/18 14:12:54-Trace>>OnEntitySyncQueue execute count:1, success:218/total 219, fail:0 start...


Time:2016/9/18 14:15:30-Trace>>OnEntitySyncQueue execute count:1, success:219/total 220, fail:0 start...


Time:2016/9/18 14:15:32-Trace>>OnEntitySyncQueue execute count:1, success:220/total 221, fail:0 start...


Time:2016/9/18 14:20:00-Trace>>OnEntitySyncQueue execute count:2, success:221/total 223, fail:0 start...


Time:2016/9/18 14:21:10-Trace>>OnEntitySyncQueue execute count:1, success:223/total 224, fail:0 start...


Time:2016/9/18 14:21:17-Trace>>OnEntitySyncQueue execute count:1, success:224/total 225, fail:0 start...


Time:2016/9/18 14:21:31-Trace>>OnEntitySyncQueue execute count:1, success:225/total 226, fail:0 start...


Time:2016/9/18 14:22:15-Trace>>OnEntitySyncQueue execute count:1, success:226/total 227, fail:0 start...


Time:2016/9/18 14:22:35-Trace>>OnEntitySyncQueue execute count:1, success:227/total 228, fail:0 start...


Time:2016/9/18 14:22:46-Trace>>Action-1004 Uid:48 access timeout 1100.0015/500ms.


Time:2016/9/18 14:22:46-Trace>>OnEntitySyncQueue execute count:1, success:228/total 229, fail:0 start...


Time:2016/9/18 14:22:46-Trace>>OnEntitySyncQueue execute count:1, success:229/total 230, fail:0 start...


Time:2016/9/18 14:23:07-Trace>>OnEntitySyncQueue execute count:1, success:230/total 231, fail:0 start...


Time:2016/9/18 14:23:25-Trace>>OnEntitySyncQueue execute count:1, success:231/total 232, fail:0 start...


Time:2016/9/18 14:23:37-Trace>>OnEntitySyncQueue execute count:1, success:232/total 233, fail:0 start...


Time:2016/9/18 14:24:05-Trace>>OnEntitySyncQueue execute count:1, success:233/total 234, fail:0 start...


Time:2016/9/18 14:24:50-Trace>>OnEntitySyncQueue execute count:1, success:234/total 235, fail:0 start...


Time:2016/9/18 14:35:15-Trace>>OnEntitySyncQueue execute count:66, success:0/total 66, fail:0 start...


Time:2016/9/18 14:35:15-Trace>>OnEntitySyncQueue execute count:9, success:66/total 75, fail:0 start...


Time:2016/9/18 14:35:56-Trace>>OnEntitySyncQueue execute count:58, success:0/total 58, fail:0 start...


Time:2016/9/18 14:35:56-Trace>>OnEntitySyncQueue execute count:15, success:58/total 73, fail:0 start...


Time:2016/9/18 14:35:56-Trace>>OnEntitySyncQueue execute count:9, success:73/total 82, fail:0 start...


Time:2016/9/18 14:36:40-Trace>>OnEntitySyncQueue execute count:1, success:82/total 83, fail:0 start...


