Time:2016/9/20 10:00:00-Trace>>OnEntitySyncQueue execute count:2, success:141/total 143, fail:0 start...


Time:2016/9/20 10:00:28-Trace>>OnEntitySyncQueue execute count:1, success:143/total 144, fail:0 start...


Time:2016/9/20 10:00:43-Trace>>OnEntitySyncQueue execute count:1, success:144/total 145, fail:0 start...


Time:2016/9/20 10:01:12-Trace>>OnEntitySyncQueue execute count:1, success:145/total 146, fail:0 start...


Time:2016/9/20 10:01:14-Trace>>OnEntitySyncQueue execute count:1, success:146/total 147, fail:0 start...


Time:2016/9/20 10:01:15-Trace>>OnEntitySyncQueue execute count:1, success:147/total 148, fail:0 start...


Time:2016/9/20 10:01:16-Trace>>OnEntitySyncQueue execute count:1, success:148/total 149, fail:0 start...


Time:2016/9/20 10:01:18-Trace>>OnEntitySyncQueue execute count:1, success:149/total 150, fail:0 start...


Time:2016/9/20 10:01:18-Trace>>OnEntitySyncQueue execute count:1, success:150/total 151, fail:0 start...


Time:2016/9/20 10:02:15-Trace>>OnEntitySyncQueue execute count:1, success:151/total 152, fail:0 start...


Time:2016/9/20 10:02:23-Trace>>OnEntitySyncQueue execute count:1, success:152/total 153, fail:0 start...


Time:2016/9/20 10:02:39-Trace>>OnEntitySyncQueue execute count:1, success:153/total 154, fail:0 start...


Time:2016/9/20 10:06:08-Trace>>OnEntitySyncQueue execute count:1, success:154/total 155, fail:0 start...


Time:2016/9/20 10:06:20-Trace>>OnEntitySyncQueue execute count:1, success:155/total 156, fail:0 start...


Time:2016/9/20 10:06:33-Trace>>OnEntitySyncQueue execute count:14, success:156/total 170, fail:0 start...


Time:2016/9/20 10:06:34-Trace>>Action-1005 Uid:55 access timeout 2240.0031/500ms.


Time:2016/9/20 10:06:34-Trace>>OnEntitySyncQueue execute count:2, success:170/total 172, fail:0 start...


Time:2016/9/20 10:06:38-Trace>>OnEntitySyncQueue execute count:2, success:172/total 174, fail:0 start...


Time:2016/9/20 10:07:02-Trace>>OnEntitySyncQueue execute count:1, success:174/total 175, fail:0 start...


Time:2016/9/20 10:07:03-Trace>>OnEntitySyncQueue execute count:1, success:175/total 176, fail:0 start...


Time:2016/9/20 10:07:06-Trace>>OnEntitySyncQueue execute count:1, success:176/total 177, fail:0 start...


Time:2016/9/20 10:07:49-Trace>>OnEntitySyncQueue execute count:1, success:177/total 178, fail:0 start...


Time:2016/9/20 10:09:05-Trace>>OnEntitySyncQueue execute count:1, success:178/total 179, fail:0 start...


Time:2016/9/20 10:09:14-Trace>>OnEntitySyncQueue execute count:1, success:179/total 180, fail:0 start...


Time:2016/9/20 10:09:29-Trace>>OnEntitySyncQueue execute count:1, success:180/total 181, fail:0 start...


Time:2016/9/20 10:10:00-Trace>>OnEntitySyncQueue execute count:2, success:181/total 183, fail:0 start...


Time:2016/9/20 10:10:26-Trace>>OnEntitySyncQueue execute count:1, success:183/total 184, fail:0 start...


Time:2016/9/20 10:10:27-Trace>>OnEntitySyncQueue execute count:1, success:184/total 185, fail:0 start...


