Time:2016/8/9 15:02:20-Trace>>OnEntitySyncQueue execute count:50, success:0/total 50, fail:0 start...


Time:2016/8/9 15:02:47-Trace>>OnEntitySyncQueue execute count:5, success:50/total 55, fail:0 start...


Time:2016/8/9 15:02:47-Trace>>OnEntitySyncQueue execute count:1, success:55/total 56, fail:0 start...


Time:2016/8/9 15:09:32-Trace>>OnEntitySyncQueue execute count:50, success:0/total 50, fail:0 start...


Time:2016/8/9 15:14:54-Trace>>OnEntitySyncQueue execute count:1, success:0/total 1, fail:0 start...


Time:2016/8/9 15:15:12-Trace>>OnEntitySyncQueue execute count:2, success:1/total 3, fail:0 start...


Time:2016/8/9 15:15:23-Trace>>OnEntitySyncQueue execute count:1, success:3/total 4, fail:0 start...


Time:2016/8/9 15:15:31-Trace>>OnEntitySyncQueue execute count:2, success:4/total 6, fail:0 start...


Time:2016/8/9 15:16:17-Trace>>OnEntitySyncQueue execute count:7, success:0/total 7, fail:0 start...


Time:2016/8/9 15:17:37-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/9 15:19:25-Trace>>OnEntitySyncQueue execute count:1, success:51/total 52, fail:0 start...


Time:2016/8/9 15:19:25-Trace>>OnEntitySyncQueue execute count:2, success:52/total 54, fail:0 start...


Time:2016/8/9 15:20:30-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/9 15:22:30-Trace>>OnEntitySyncQueue execute count:2, success:51/total 53, fail:0 start...


Time:2016/8/9 15:22:30-Trace>>OnEntitySyncQueue execute count:1, success:53/total 54, fail:0 start...


Time:2016/8/9 15:23:14-Trace>>OnEntitySyncQueue execute count:1, success:54/total 55, fail:0 start...


Time:2016/8/9 15:23:14-Trace>>OnEntitySyncQueue execute count:3, success:55/total 58, fail:0 start...


