Time:2016/8/16 14:49:22-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/16 14:49:47-Trace>>OnEntitySyncQueue execute count:16, success:51/total 67, fail:0 start...


Time:2016/8/16 14:49:47-Trace>>OnEntitySyncQueue execute count:1, success:67/total 68, fail:0 start...


Time:2016/8/16 14:49:47-Trace>>OnEntitySyncQueue execute count:2, success:68/total 70, fail:0 start...


Time:2016/8/16 14:49:48-Trace>>OnEntitySyncQueue execute count:1, success:70/total 71, fail:0 start...


Time:2016/8/16 14:49:48-Trace>>OnEntitySyncQueue execute count:2, success:71/total 73, fail:0 start...


Time:2016/8/16 14:49:53-Trace>>OnEntitySyncQueue execute count:1, success:73/total 74, fail:0 start...


Time:2016/8/16 14:49:54-Trace>>OnEntitySyncQueue execute count:2, success:74/total 76, fail:0 start...


Time:2016/8/16 14:50:15-Trace>>OnEntitySyncQueue execute count:2, success:76/total 78, fail:0 start...


Time:2016/8/16 14:50:49-Trace>>OnEntitySyncQueue execute count:2, success:78/total 80, fail:0 start...


Time:2016/8/16 14:50:52-Trace>>OnEntitySyncQueue execute count:2, success:80/total 82, fail:0 start...


Time:2016/8/16 14:53:16-Trace>>OnEntitySyncQueue execute count:1, success:82/total 83, fail:0 start...


Time:2016/8/16 14:53:16-Trace>>OnEntitySyncQueue execute count:2, success:83/total 85, fail:0 start...


Time:2016/8/16 14:53:21-Trace>>OnEntitySyncQueue execute count:2, success:85/total 87, fail:0 start...


Time:2016/8/16 14:53:52-Trace>>OnEntitySyncQueue execute count:2, success:87/total 89, fail:0 start...


Time:2016/8/16 14:54:13-Trace>>Action-1002 Uid:0 access timeout 1254.0717/500ms.


Time:2016/8/16 14:54:14-Trace>>OnEntitySyncQueue execute count:1, success:89/total 90, fail:0 start...


Time:2016/8/16 14:54:15-Trace>>Action-1005 Uid:16 access timeout 1210.0692/500ms.


Time:2016/8/16 14:54:15-Trace>>OnEntitySyncQueue execute count:17, success:90/total 107, fail:0 start...


Time:2016/8/16 14:54:15-Trace>>OnEntitySyncQueue execute count:1, success:107/total 108, fail:0 start...


Time:2016/8/16 14:54:15-Trace>>OnEntitySyncQueue execute count:51, success:108/total 159, fail:0 start...


Time:2016/8/16 14:54:18-Trace>>OnEntitySyncQueue execute count:2, success:159/total 161, fail:0 start...


Time:2016/8/16 14:55:52-Trace>>OnEntitySyncQueue execute count:1, success:161/total 162, fail:0 start...


Time:2016/8/16 14:55:53-Trace>>OnEntitySyncQueue execute count:1, success:162/total 163, fail:0 start...


Time:2016/8/16 14:55:54-Trace>>OnEntitySyncQueue execute count:1, success:163/total 164, fail:0 start...


Time:2016/8/16 14:55:54-Trace>>OnEntitySyncQueue execute count:1, success:164/total 165, fail:0 start...


Time:2016/8/16 14:55:55-Trace>>OnEntitySyncQueue execute count:2, success:165/total 167, fail:0 start...


Time:2016/8/16 14:56:12-Trace>>OnEntitySyncQueue execute count:2, success:167/total 169, fail:0 start...


Time:2016/8/16 14:56:30-Trace>>OnEntitySyncQueue execute count:1, success:169/total 170, fail:0 start...


Time:2016/8/16 14:57:30-Trace>>OnEntitySyncQueue execute count:1, success:170/total 171, fail:0 start...


Time:2016/8/16 14:58:01-Trace>>OnEntitySyncQueue execute count:1, success:171/total 172, fail:0 start...


Time:2016/8/16 14:58:38-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


