Time:2016/8/8 9:35:06-Trace>>OnEntitySyncQueue execute count:11, success:0/total 11, fail:0 start...


Time:2016/8/8 9:35:06-Trace>>OnEntitySyncQueue execute count:1, success:11/total 12, fail:0 start...


Time:2016/8/8 9:35:18-Trace>>OnEntitySyncQueue execute count:1, success:12/total 13, fail:0 start...


Time:2016/8/8 9:35:18-Trace>>OnEntitySyncQueue execute count:12, success:13/total 25, fail:0 start...


Time:2016/8/8 9:35:21-Trace>>OnEntitySyncQueue execute count:1, success:25/total 26, fail:0 start...


Time:2016/8/8 9:35:21-Trace>>OnEntitySyncQueue execute count:1, success:26/total 27, fail:0 start...


Time:2016/8/8 9:35:45-Trace>>OnEntitySyncQueue execute count:1, success:27/total 28, fail:0 start...


Time:2016/8/8 9:35:45-Trace>>OnEntitySyncQueue execute count:1, success:28/total 29, fail:0 start...


Time:2016/8/8 9:37:00-Trace>>OnEntitySyncQueue execute count:1, success:29/total 30, fail:0 start...


Time:2016/8/8 9:37:00-Trace>>OnEntitySyncQueue execute count:1, success:30/total 31, fail:0 start...


Time:2016/8/8 9:39:09-Trace>>OnEntitySyncQueue execute count:1, success:31/total 32, fail:0 start...


Time:2016/8/8 9:39:18-Trace>>OnEntitySyncQueue execute count:2, success:32/total 34, fail:0 start...


Time:2016/8/8 9:40:22-Trace>>OnEntitySyncQueue execute count:2, success:34/total 36, fail:0 start...


Time:2016/8/8 9:40:56-Trace>>OnEntitySyncQueue execute count:2, success:36/total 38, fail:0 start...


Time:2016/8/8 9:41:41-Trace>>OnEntitySyncQueue execute count:2, success:38/total 40, fail:0 start...


Time:2016/8/8 9:42:47-Trace>>OnEntitySyncQueue execute count:2, success:40/total 42, fail:0 start...


Time:2016/8/8 9:42:49-Trace>>OnEntitySyncQueue execute count:1, success:42/total 43, fail:0 start...


Time:2016/8/8 9:43:04-Trace>>OnEntitySyncQueue execute count:2, success:43/total 45, fail:0 start...


Time:2016/8/8 9:43:15-Trace>>OnEntitySyncQueue execute count:2, success:45/total 47, fail:0 start...


Time:2016/8/8 9:44:03-Trace>>OnEntitySyncQueue execute count:2, success:47/total 49, fail:0 start...


Time:2016/8/8 9:44:03-Trace>>OnEntitySyncQueue execute count:1, success:49/total 50, fail:0 start...


Time:2016/8/8 9:44:51-Trace>>OnEntitySyncQueue execute count:2, success:50/total 52, fail:0 start...


Time:2016/8/8 9:47:01-Trace>>OnEntitySyncQueue execute count:2, success:52/total 54, fail:0 start...


Time:2016/8/8 9:48:19-Trace>>OnEntitySyncQueue execute count:2, success:54/total 56, fail:0 start...


Time:2016/8/8 9:50:52-Trace>>OnEntitySyncQueue execute count:1, success:56/total 57, fail:0 start...


Time:2016/8/8 9:50:52-Trace>>OnEntitySyncQueue execute count:1, success:57/total 58, fail:0 start...


Time:2016/8/8 9:51:50-Trace>>OnEntitySyncQueue execute count:2, success:58/total 60, fail:0 start...


Time:2016/8/8 9:54:05-Trace>>OnEntitySyncQueue execute count:2, success:60/total 62, fail:0 start...


Time:2016/8/8 9:54:36-Trace>>OnEntitySyncQueue execute count:2, success:62/total 64, fail:0 start...


Time:2016/8/8 9:54:55-Trace>>OnEntitySyncQueue execute count:2, success:64/total 66, fail:0 start...


Time:2016/8/8 9:55:12-Trace>>OnEntitySyncQueue execute count:2, success:66/total 68, fail:0 start...


Time:2016/8/8 9:55:28-Trace>>OnEntitySyncQueue execute count:1, success:68/total 69, fail:0 start...


Time:2016/8/8 9:55:28-Trace>>OnEntitySyncQueue execute count:1, success:69/total 70, fail:0 start...


Time:2016/8/8 9:56:21-Trace>>OnEntitySyncQueue execute count:1, success:70/total 71, fail:0 start...


Time:2016/8/8 9:56:22-Trace>>OnEntitySyncQueue execute count:1, success:71/total 72, fail:0 start...


Time:2016/8/8 9:56:24-Trace>>OnEntitySyncQueue execute count:2, success:72/total 74, fail:0 start...


Time:2016/8/8 9:56:27-Trace>>OnEntitySyncQueue execute count:1, success:74/total 75, fail:0 start...


Time:2016/8/8 9:56:28-Trace>>Action-1101 Uid:10 access timeout 1109.0634/500ms.


Time:2016/8/8 9:56:28-Trace>>OnEntitySyncQueue execute count:2, success:75/total 77, fail:0 start...


Time:2016/8/8 9:57:50-Trace>>OnEntitySyncQueue execute count:2, success:77/total 79, fail:0 start...


Time:2016/8/8 9:58:40-Trace>>OnEntitySyncQueue execute count:2, success:79/total 81, fail:0 start...


Time:2016/8/8 9:59:15-Trace>>OnEntitySyncQueue execute count:1, success:81/total 82, fail:0 start...


Time:2016/8/8 9:59:15-Trace>>OnEntitySyncQueue execute count:1, success:82/total 83, fail:0 start...


Time:2016/8/8 9:59:57-Trace>>OnEntitySyncQueue execute count:2, success:83/total 85, fail:0 start...


