Time:2016/8/29 14:15:45-Trace>>OnEntitySyncQueue execute count:1, success:143/total 144, fail:0 start...


Time:2016/8/29 14:21:58-Trace>>OnEntitySyncQueue execute count:2, success:144/total 146, fail:0 start...


Time:2016/8/29 14:24:51-Trace>>OnEntitySyncQueue execute count:1, success:146/total 147, fail:0 start...


Time:2016/8/29 14:24:51-Trace>>OnEntitySyncQueue execute count:2, success:147/total 149, fail:0 start...


Time:2016/8/29 14:24:51-Trace>>OnEntitySyncQueue execute count:1, success:149/total 150, fail:0 start...


Time:2016/8/29 14:24:56-Trace>>OnEntitySyncQueue execute count:3, success:150/total 153, fail:0 start...


Time:2016/8/29 14:39:51-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/29 14:44:15-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/29 14:48:22-Trace>>OnEntitySyncQueue execute count:6, success:51/total 57, fail:0 start...


Time:2016/8/29 14:48:26-Trace>>OnEntitySyncQueue execute count:1, success:57/total 58, fail:0 start...


Time:2016/8/29 14:48:27-Trace>>Action-1008 Uid:3 access timeout 1139.0652/500ms.


Time:2016/8/29 14:48:27-Trace>>OnEntitySyncQueue execute count:1, success:58/total 59, fail:0 start...


Time:2016/8/29 14:48:28-Trace>>OnEntitySyncQueue execute count:2, success:59/total 61, fail:0 start...


Time:2016/8/29 14:48:30-Trace>>OnEntitySyncQueue execute count:2, success:61/total 63, fail:0 start...


Time:2016/8/29 14:50:37-Trace>>OnEntitySyncQueue execute count:2, success:63/total 65, fail:0 start...


Time:2016/8/29 14:51:58-Trace>>OnEntitySyncQueue execute count:1, success:65/total 66, fail:0 start...


Time:2016/8/29 14:52:02-Trace>>OnEntitySyncQueue execute count:2, success:66/total 68, fail:0 start...


Time:2016/8/29 14:52:38-Trace>>OnEntitySyncQueue execute count:3, success:68/total 71, fail:0 start...


Time:2016/8/29 14:52:41-Trace>>OnEntitySyncQueue execute count:1, success:71/total 72, fail:0 start...


Time:2016/8/29 14:54:25-Trace>>OnEntitySyncQueue execute count:2, success:72/total 74, fail:0 start...


Time:2016/8/29 14:54:25-Trace>>OnEntitySyncQueue execute count:52, success:74/total 126, fail:0 start...


Time:2016/8/29 14:55:19-Trace>>OnEntitySyncQueue execute count:1, success:126/total 127, fail:0 start...


Time:2016/8/29 14:55:25-Trace>>OnEntitySyncQueue execute count:2, success:127/total 129, fail:0 start...


Time:2016/8/29 14:56:11-Trace>>OnEntitySyncQueue execute count:1, success:129/total 130, fail:0 start...


Time:2016/8/29 14:56:15-Trace>>OnEntitySyncQueue execute count:2, success:130/total 132, fail:0 start...


Time:2016/8/29 14:56:22-Trace>>OnEntitySyncQueue execute count:1, success:132/total 133, fail:0 start...


Time:2016/8/29 14:56:35-Trace>>OnEntitySyncQueue execute count:1, success:133/total 134, fail:0 start...


Time:2016/8/29 14:56:36-Trace>>OnEntitySyncQueue execute count:2, success:134/total 136, fail:0 start...


Time:2016/8/29 14:56:43-Trace>>OnEntitySyncQueue execute count:3, success:136/total 139, fail:0 start...


Time:2016/8/29 14:57:44-Trace>>OnEntitySyncQueue execute count:51, success:0/total 51, fail:0 start...


Time:2016/8/29 14:58:44-Trace>>OnEntitySyncQueue execute count:6, success:51/total 57, fail:0 start...


